,Customer ID,Count,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Country,State,City,Zip Code,Latitude,Longitude,ID,Population,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score,Churn Category
0,1746-TGTWV,1.0,1.0,78.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,550.0,90022.0,34.02381,-118.156582,21.0,68701.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,0.0,0.0,0.007881239947279203,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,39.65,54.44293846738845,0.0,20.0,0.0,59.65,,1
1,8499-BRXTD,1.0,0.0,74.0,0.0,1.0,1.0,0.3025657380943358,1.0,,,,,,,,,1.0,1.0,1.0,8.0,5.0,0.19588234976146957,48.85,1.0,1.0,2.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.09283440946343666,80.65,633.3,0.0,0.0,390.8,1024.1,3.0,1
2,2041-JIJCI,1.0,1.0,71.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,550.0,141.27549928291427,34.108833000000004,-118.22971499999998,1.178314101668725,35.593571234265795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
3,5832-EXGTT,1.0,0.0,78.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,445.0,90303.0,33.936291,-118.33263899999999,100.0,27778.0,1.0,1.0,1.0,25.0,3.0,0.451410264609965,19.76,0.0,1.0,0.7545772962086048,12.0,0.0,1.0,1.0,0.2687185833436318,1.0,1.0,0.3137286767612131,1.0,0.0,1.0,0.0,98.5,2514.5,1.0530304032802018,0.0,494.00000000000006,2995.07,2.0,2
4,8350-NYMVI,1.4939897339575423,0.7631068501910697,80.0,0.0,1.0,0.7299986934721118,1.0,1.0,0.0,0.0,1067.0,90602.0,34.15938035770028,-118.02018799999999,114.0,26265.0,1.0,1.0,1.0,37.0,3.0,1.0,6.33,0.36289099421505266,1.0,2.0,15.42299674816257,0.0,0.37627141564687316,0.3926305481434996,0.0,0.42068769404162326,0.0,0.0,1.0,0.0,1.0,0.0,76.5,2868.15,0.0,0.0,234.21,3102.36,2.0,4
5,7284-BUYEC,1.0,0.0,72.0,0.13535405658060493,1.0,0.6463800395124105,1.0,0.5906293009561571,,,,,,,,,1.0,0.0,0.0,27.0,3.0,1.0,3.33,1.0,1.0,2.0,18.0,0.0,0.0,0.29630487216159224,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,78.05,2135.5,0.7434228247011123,10.0,89.91,2235.41,1.0,1
6,3458-IDMFK,1.0,0.0,76.0,0.0,1.0,1.0,0.29538511260932515,0.6010254000651198,0.0,0.0,548.0,90720.0,34.32520041846543,-118.065591,140.0,21343.0,1.0,1.0,1.0,1.0,5.0,1.0,0.2879990814031163,0.009782153761506169,1.0,2.0,30.0,0.007161655853134542,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,70.45,70.45,0.0,0.0,15.28,85.73,2.0,5
7,6648-INWPS,1.0,0.0,78.0,0.0,1.0,0.7079104623208115,1.0,1.0,0.0,0.0,672.0,91605.0,34.207295,-118.40002199999999,239.0,57146.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2
8,3196-NVXLZ,1.0,1.0,65.0,0.1127363025380424,1.0,0.0,0.0,0.0,0.0,0.0,0.04016782958083331,6.513847565309744,34.097345000000004,-117.90673600000001,0.058438272233433806,1.2266611742357727,1.0,0.0,0.0,13.702554258377809,4.0,1.0,29.11,0.0,1.0,2.0,29.0,0.0,1.0,0.13215285096662427,0.0,0.0,0.0,0.0,0.18637184176631263,0.0,1.0,0.12157344084641908,20.38957927121124,1074.3,0.5586344266182186,0.0,436.65,1510.9499999999996,1.0,1
9,5939-SXWHM,1.0,1.0,77.0,0.0,1.0,1.0,0.28196915665613637,0.0,,,,,,,,,1.0,1.0,1.0,1.0,5.0,0.00484070489821709,0.0,0.0,1.0,1.0,12.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,40.2,40.2,0.0,0.0,0.0,40.2,,2
